Timestamp,CPU Usage (%),RAM Usage (%),CPU Temp (°C),Disk Read (KB/s),Disk Write (KB/s),Network Out (KB/s),Process ID,Process Name,Ransomware
2025-03-16 11:47:06,16.9,33.5,37.25,1.99,157.54,0.04,7356,gnome-terminal-server,0
2025-03-16 11:47:08,1.5,33.5,37.0,1.99,157.46,0.04,7356,gnome-terminal-server,0
2025-03-16 11:47:10,12.7,33.5,37.0,1.99,157.38,0.04,7356,gnome-terminal-server,0
2025-03-16 11:47:12,13.3,33.5,44.125,1.98,157.3,0.04,7356,gnome-terminal-server,0
2025-03-16 11:47:14,14.9,33.5,41.0,1.98,157.23,0.04,7356,gnome-terminal-server,0
2025-03-16 11:47:16,14.9,33.5,38.125,1.98,157.16,0.04,7356,gnome-terminal-server,0
2025-03-16 11:47:18,5.1,33.5,37.125,1.98,157.08,0.04,7356,gnome-terminal-server,0
2025-03-16 11:47:20,17.9,33.5,37.0,1.98,157.0,0.04,7356,gnome-terminal-server,0
2025-03-16 11:47:22,16.0,33.5,37.375,1.97,157.74,0.04,7356,gnome-terminal-server,0
2025-03-16 11:47:24,10.2,33.5,44.5,1.97,157.66,0.04,7356,gnome-terminal-server,0
2025-03-16 11:47:26,9.6,33.5,41.625,1.97,157.59,0.04,7356,gnome-terminal-server,0
2025-03-16 11:47:29,11.1,33.5,38.375,1.97,157.52,0.04,7356,gnome-terminal-server,0
2025-03-16 11:47:31,13.8,33.5,46.5,1.97,157.67,0.04,7356,gnome-terminal-server,0
2025-03-16 11:47:33,10.2,33.5,43.375,1.96,157.6,0.04,7356,gnome-terminal-server,0
2025-03-16 11:47:35,20.0,33.5,50.125,1.96,157.53,0.04,7356,gnome-terminal-server,0
2025-03-16 11:47:37,11.7,33.5,46.875,1.96,157.46,0.04,7356,gnome-terminal-server,0
2025-03-16 11:47:39,4.6,33.5,43.75,1.96,157.38,0.04,1195,gnome-shell,0
2025-03-16 11:47:41,3.1,33.5,40.5,1.95,157.3,0.04,1195,gnome-shell,0
2025-03-16 11:47:43,6.7,33.5,37.5,1.95,157.22,0.04,1195,gnome-shell,0
2025-03-16 11:47:45,3.0,33.5,37.125,1.95,157.14,0.04,8382,python3,0
2025-03-16 11:47:47,3.0,33.5,44.125,1.95,157.07,0.04,8382,python3,0
2025-03-16 11:47:49,1.5,33.5,40.875,1.95,157.0,0.04,8382,python3,0
2025-03-16 11:47:51,1.0,33.5,37.75,1.94,156.92,0.04,8382,python3,0
2025-03-16 11:47:53,3.0,33.5,37.0,1.94,157.7,0.04,8382,python3,0
2025-03-16 11:47:55,1.5,33.5,37.0,1.94,157.63,0.04,1086,mysqld,0
2025-03-16 11:47:57,2.5,33.5,37.0,1.94,157.55,0.04,8382,python3,0
2025-03-16 11:47:59,3.0,33.5,43.625,1.94,157.47,0.04,8382,python3,0
2025-03-16 11:48:01,2.0,33.5,40.375,1.93,157.4,0.04,8382,python3,0
2025-03-16 11:48:03,1.0,33.5,37.25,1.93,157.57,0.04,8382,python3,0
2025-03-16 11:48:05,1.5,33.5,37.0,1.93,157.5,0.04,8382,python3,0
2025-03-16 11:48:07,1.0,33.5,37.0,1.93,157.43,0.04,1195,gnome-shell,0
2025-03-16 11:48:10,2.5,33.5,43.25,1.92,157.38,0.04,8382,python3,0
2025-03-16 11:48:12,2.0,33.5,49.625,1.92,157.3,0.04,994,pulseaudio,0
2025-03-16 11:48:14,1.5,33.5,46.375,1.92,157.85,0.04,8382,python3,0
2025-03-16 11:48:16,1.5,33.5,43.25,1.92,157.95,0.04,8382,python3,0
2025-03-16 11:48:18,3.0,33.5,40.0,1.92,157.88,0.04,8382,python3,0
2025-03-16 11:48:20,1.0,33.5,37.25,1.91,157.81,0.04,8382,python3,0
2025-03-16 11:48:22,2.0,33.5,36.75,1.91,157.73,0.04,994,pulseaudio,0
2025-03-16 11:48:24,2.5,33.5,44.875,1.91,157.95,0.04,8382,python3,0
2025-03-16 11:48:26,1.5,33.5,41.625,1.91,157.89,0.04,8382,python3,0
2025-03-16 11:48:28,0.5,33.5,38.625,1.91,157.95,0.04,8382,python3,0
2025-03-16 11:48:30,1.5,33.5,36.75,1.9,157.88,0.04,1869,tracker-miner-fs-3,0
2025-03-16 11:48:32,2.0,33.5,36.75,1.9,157.8,0.04,8382,python3,0
2025-03-16 11:48:34,2.5,33.5,36.5,1.9,157.73,0.04,8382,python3,0
2025-03-16 11:48:36,3.0,33.5,43.125,1.9,157.65,0.04,8382,python3,0
2025-03-16 11:48:38,1.0,33.5,39.875,1.9,157.58,0.04,8382,python3,0
2025-03-16 11:48:40,1.5,33.5,36.875,1.89,157.51,0.04,8382,python3,0
2025-03-16 11:48:42,1.0,33.5,36.75,1.89,157.45,0.04,8382,python3,0
2025-03-16 11:48:44,1.0,33.5,36.5,1.89,157.37,0.04,1195,gnome-shell,0
2025-03-16 11:48:46,2.0,33.5,36.5,1.89,157.3,0.04,8382,python3,0
2025-03-16 11:48:48,2.0,33.5,43.375,1.9,157.26,0.04,8382,python3,0
2025-03-16 11:48:50,1.5,33.5,40.125,1.9,157.19,0.04,8382,python3,0
2025-03-16 11:48:52,1.5,33.5,37.125,1.89,157.12,0.04,8382,python3,0
2025-03-16 11:48:54,1.5,33.5,36.5,1.89,157.87,0.04,1195,gnome-shell,0
2025-03-16 11:48:57,3.0,33.5,44.5,1.89,157.8,0.04,8382,python3,0
2025-03-16 11:48:59,2.5,33.6,51.0,1.89,157.72,0.04,8382,python3,0
2025-03-16 11:49:01,1.5,33.6,47.875,1.89,157.65,0.04,8382,python3,0
2025-03-16 11:49:03,1.5,33.6,44.625,1.88,157.58,0.04,8382,python3,0
2025-03-16 11:49:05,1.5,33.6,41.5,1.88,157.5,0.04,1086,mysqld,0
2025-03-16 11:49:07,3.5,33.6,38.375,1.88,157.61,0.04,1195,gnome-shell,0
2025-03-16 11:49:09,2.5,33.6,36.5,1.88,157.54,0.04,8382,python3,0
2025-03-16 11:49:11,2.5,33.7,43.375,1.88,157.46,0.04,8382,python3,0
2025-03-16 11:49:13,1.0,33.7,40.125,1.87,157.4,0.04,8382,python3,0
2025-03-16 11:49:15,1.5,33.7,37.0,1.87,157.32,0.04,1195,gnome-shell,0
2025-03-16 11:49:17,1.5,33.7,36.375,1.87,157.25,0.04,8382,python3,0
2025-03-16 11:49:19,1.0,33.7,36.375,1.87,157.18,0.04,1195,gnome-shell,0
2025-03-16 11:49:21,2.5,33.7,36.25,1.87,157.13,0.04,1086,mysqld,0
2025-03-16 11:49:23,2.5,33.7,43.125,1.87,157.06,0.04,994,pulseaudio,0
2025-03-16 11:49:25,1.0,33.7,40.0,1.86,157.0,0.04,8382,python3,0
2025-03-16 11:49:27,1.5,33.7,36.875,1.86,157.76,0.04,8382,python3,0
2025-03-16 11:49:29,1.0,33.7,36.25,1.86,157.69,0.04,1086,mysqld,0
2025-03-16 11:49:31,1.5,33.7,36.25,1.86,157.62,0.04,994,pulseaudio,0
2025-03-16 11:49:33,2.0,33.7,42.375,1.86,157.82,0.04,8382,python3,0
2025-03-16 11:49:35,2.5,33.7,48.625,1.85,157.75,0.04,8382,python3,0
2025-03-16 11:49:37,1.5,33.7,45.375,1.85,157.68,0.04,8382,python3,0
2025-03-16 11:49:39,1.0,33.7,42.25,1.85,157.61,0.04,8382,python3,0
2025-03-16 11:49:42,2.0,33.7,39.0,1.85,157.71,0.04,1195,gnome-shell,0
2025-03-16 11:49:44,3.0,33.7,36.5,1.85,157.64,0.04,1086,mysqld,0
2025-03-16 11:49:46,3.0,33.7,43.375,1.84,157.57,0.04,8382,python3,0
2025-03-16 11:49:48,2.0,33.7,40.125,1.84,157.5,0.04,8382,python3,0
2025-03-16 11:49:50,1.5,33.7,36.875,1.84,157.43,0.04,8382,python3,0
2025-03-16 11:49:52,1.0,33.7,36.125,1.84,157.36,0.04,8382,python3,0
2025-03-16 11:49:54,3.0,33.7,36.0,1.84,157.28,0.04,1195,gnome-shell,0
2025-03-16 11:49:56,2.5,33.7,36.0,1.83,157.21,0.04,8382,python3,0
2025-03-16 11:49:58,2.5,33.7,42.75,1.83,157.79,0.04,8382,python3,0
2025-03-16 11:50:00,1.0,33.7,39.5,1.83,157.74,0.04,8382,python3,0
2025-03-16 11:50:02,1.5,33.7,36.5,1.83,157.67,0.04,8382,python3,0
2025-03-16 11:50:04,2.5,33.7,53.625,1.83,157.61,0.04,690,udisksd,0
2025-03-16 11:50:06,2.0,33.7,50.5,1.83,157.54,0.04,1195,gnome-shell,0
2025-03-16 11:50:08,2.0,33.7,47.25,1.83,157.47,0.04,1086,mysqld,0
2025-03-16 11:50:10,1.5,33.7,44.375,1.82,157.42,0.04,8382,python3,0
2025-03-16 11:50:12,1.0,33.7,41.125,1.82,157.35,0.04,8382,python3,0
2025-03-16 11:50:14,1.0,33.7,38.0,1.82,157.28,0.04,8382,python3,0
2025-03-16 11:50:16,1.5,33.7,36.375,1.82,157.38,0.04,8382,python3,0
2025-03-16 11:50:18,1.0,33.7,36.0,1.82,157.31,0.04,1195,gnome-shell,0
2025-03-16 11:50:20,3.0,33.7,35.875,1.82,157.24,0.04,8382,python3,0
2025-03-16 11:50:22,2.5,33.7,43.375,1.81,157.17,0.04,8382,python3,0
2025-03-16 11:50:24,1.0,33.7,40.125,1.81,157.1,0.04,8382,python3,0
2025-03-16 11:50:27,1.0,33.7,37.0,1.81,157.04,0.04,8382,python3,0
2025-03-16 11:50:29,3.5,33.7,36.375,1.81,157.76,0.04,1195,gnome-shell,0
2025-03-16 11:50:31,2.5,33.7,36.125,1.81,157.68,0.04,8382,python3,0
2025-03-16 11:50:33,2.0,33.7,42.875,1.81,157.61,0.04,8382,python3,0
2025-03-16 11:50:35,1.5,33.7,39.625,1.8,157.55,0.04,8382,python3,0
2025-03-16 11:50:37,1.5,33.7,36.5,1.8,157.48,0.04,8382,python3,0
2025-03-16 11:50:39,1.0,33.7,36.125,1.8,157.41,0.04,1086,mysqld,0
2025-03-16 11:50:41,3.5,33.7,42.25,1.8,157.35,0.04,1195,gnome-shell,0
2025-03-16 11:50:43,2.0,33.7,39.0,1.8,157.28,0.04,8382,python3,0
2025-03-16 11:50:45,2.5,33.7,46.375,1.79,157.21,0.04,8382,python3,0
2025-03-16 11:50:47,1.5,33.7,43.125,1.79,157.15,0.04,994,pulseaudio,0
2025-03-16 11:50:49,1.5,33.7,40.0,1.79,157.26,0.04,8382,python3,0
2025-03-16 11:50:51,1.0,33.7,37.0,1.79,157.19,0.04,8382,python3,0
2025-03-16 11:50:53,1.5,33.7,36.125,1.79,157.79,0.04,1195,gnome-shell,0
2025-03-16 11:50:55,2.0,33.7,36.0,1.79,157.73,0.04,8382,python3,0
2025-03-16 11:50:57,2.0,33.7,43.125,1.78,157.67,0.04,8382,python3,0
2025-03-16 11:50:59,1.5,33.7,40.0,1.78,157.77,0.04,8382,python3,0
2025-03-16 11:51:01,1.0,33.7,36.875,1.78,157.7,0.04,8382,python3,0
2025-03-16 11:51:03,1.5,33.7,36.0,1.78,157.63,0.04,8382,python3,0
2025-03-16 11:51:05,1.5,33.7,36.0,1.78,157.56,0.04,1195,gnome-shell,0
2025-03-16 11:51:07,2.0,33.7,36.0,1.78,157.49,0.04,1195,gnome-shell,0
2025-03-16 11:51:09,3.0,33.7,42.75,1.77,157.43,0.04,8382,python3,0
2025-03-16 11:51:12,1.0,33.7,39.75,1.77,157.38,0.04,8382,python3,0
2025-03-16 11:51:14,2.0,33.7,36.625,1.77,157.31,0.04,8382,python3,0
2025-03-16 11:51:16,3.0,33.7,36.0,1.77,157.24,0.04,8382,python3,0
2025-03-16 11:51:18,2.5,33.7,36.0,1.77,157.17,0.04,8382,python3,0
2025-03-16 11:51:20,2.5,33.7,42.875,1.77,157.1,0.04,994,pulseaudio,0
2025-03-16 11:51:22,1.0,33.7,39.75,1.76,157.04,0.04,8382,python3,0
2025-03-16 11:51:24,1.0,33.7,36.625,1.76,156.97,0.04,8382,python3,0
2025-03-16 11:51:26,0.5,33.7,36.0,1.76,156.92,0.04,1086,mysqld,0
2025-03-16 11:51:28,3.5,33.7,36.0,1.76,157.01,0.04,1195,gnome-shell,0
2025-03-16 11:51:30,3.0,33.7,36.0,1.76,157.7,0.04,8382,python3,0
2025-03-16 11:51:32,2.5,33.7,43.875,1.75,157.64,0.04,8382,python3,0
2025-03-16 11:51:34,1.0,33.7,40.625,1.75,157.58,0.04,8382,python3,0
2025-03-16 11:51:36,1.5,33.7,37.5,1.75,157.63,0.04,8382,python3,0
2025-03-16 11:51:38,1.0,33.7,36.0,1.75,157.57,0.04,8382,python3,0
2025-03-16 11:51:40,1.5,33.7,36.0,1.75,157.5,0.04,8382,python3,0
2025-03-16 11:51:42,2.0,33.7,36.0,1.75,157.46,0.04,8382,python3,0
2025-03-16 11:51:44,2.5,33.7,42.625,1.74,157.4,0.04,8382,python3,0
2025-03-16 11:51:46,4.6,33.7,39.625,1.74,157.33,0.04,1195,gnome-shell,0
2025-03-16 11:51:48,1.0,33.7,36.5,1.74,157.4,0.04,8382,python3,0
2025-03-16 11:51:50,1.5,33.7,36.0,1.74,157.33,0.04,8382,python3,0
2025-03-16 11:51:52,1.5,33.7,35.75,1.74,157.26,0.04,1086,mysqld,0
2025-03-16 11:51:54,2.0,33.7,35.75,1.74,157.2,0.04,8382,python3,0
2025-03-16 11:51:56,2.5,33.7,42.625,1.73,157.13,0.04,8382,python3,0
2025-03-16 11:51:59,2.0,33.7,39.5,1.73,157.07,0.04,1086,mysqld,0
2025-03-16 11:52:01,1.5,33.7,36.5,1.73,157.0,0.04,8382,python3,0
2025-03-16 11:52:03,3.0,33.7,36.125,1.73,156.93,0.04,1195,gnome-shell,0
2025-03-16 11:52:05,2.5,33.7,35.875,1.73,157.72,0.04,8382,python3,0
2025-03-16 11:52:07,2.0,33.6,43.375,1.73,157.65,0.04,8382,python3,0
2025-03-16 11:52:09,1.5,33.6,40.125,1.72,157.59,0.04,8382,python3,0
2025-03-16 11:52:11,1.5,33.6,36.875,1.72,157.52,0.04,1086,mysqld,0
2025-03-16 11:52:13,1.0,33.6,36.25,1.72,157.71,0.04,8382,python3,0
2025-03-16 11:52:15,3.5,33.6,36.125,1.72,157.67,0.04,1195,gnome-shell,0
2025-03-16 11:52:17,2.5,33.6,36.0,1.72,157.61,0.04,8382,python3,0
2025-03-16 11:52:19,2.5,33.6,42.875,1.72,157.54,0.04,8382,python3,0
2025-03-16 11:52:21,1.0,33.6,39.625,1.71,157.5,0.04,8382,python3,0
2025-03-16 11:52:23,0.5,33.6,36.5,1.71,157.43,0.04,8382,python3,0
2025-03-16 11:52:25,1.5,33.6,36.375,1.71,157.37,0.04,8382,python3,0
2025-03-16 11:52:27,1.5,33.6,36.125,1.71,157.45,0.04,1195,gnome-shell,0
2025-03-16 11:52:29,2.5,33.6,36.0,1.71,157.39,0.04,8382,python3,0
2025-03-16 11:52:31,2.5,33.6,43.125,1.71,157.33,0.04,994,pulseaudio,0
2025-03-16 11:52:33,2.0,33.6,40.125,1.7,157.26,0.04,8382,python3,0
2025-03-16 11:52:35,1.5,33.6,37.0,1.7,157.2,0.04,1086,mysqld,0
2025-03-16 11:52:37,2.0,33.6,36.0,1.7,157.13,0.04,8382,python3,0
2025-03-16 11:52:39,1.5,33.6,36.0,1.7,157.07,0.04,1195,gnome-shell,0
2025-03-16 11:52:42,3.0,33.6,36.125,1.7,157.7,0.04,8382,python3,0
2025-03-16 11:52:44,2.0,33.6,43.125,1.7,157.63,0.04,8382,python3,0
2025-03-16 11:52:46,2.0,33.6,39.875,1.7,157.57,0.04,8382,python3,0
2025-03-16 11:52:48,1.0,33.6,36.75,1.69,157.51,0.04,8382,python3,0
2025-03-16 11:52:50,3.5,33.6,36.0,1.69,157.45,0.04,1195,gnome-shell,0
2025-03-16 11:52:52,1.5,33.6,36.0,1.69,157.39,0.04,8382,python3,0
2025-03-16 11:52:54,2.0,33.6,36.0,1.69,157.36,0.04,8382,python3,0
2025-03-16 11:52:56,3.0,33.6,42.625,1.69,157.29,0.04,8382,python3,0
2025-03-16 11:52:58,1.0,33.6,39.375,1.69,157.23,0.04,8382,python3,0
2025-03-16 11:53:00,1.0,33.6,36.375,1.68,157.16,0.04,8382,python3,0
2025-03-16 11:53:02,1.5,33.6,36.0,1.68,157.25,0.04,8382,python3,0
2025-03-16 11:53:04,1.5,33.6,36.0,1.68,157.19,0.04,1195,gnome-shell,0
2025-03-16 11:53:06,2.5,33.6,36.0,1.68,157.12,0.04,8382,python3,0
2025-03-16 11:53:08,2.5,33.6,43.125,1.68,157.06,0.04,8382,python3,0
2025-03-16 11:53:10,1.5,33.6,39.875,1.68,157.0,0.04,8382,python3,0
2025-03-16 11:53:12,1.5,33.6,36.75,1.67,156.93,0.04,8382,python3,0
2025-03-16 11:53:14,1.0,33.6,36.0,1.67,156.87,0.04,8382,python3,0
2025-03-16 11:53:16,1.5,33.6,36.0,1.67,157.63,0.04,1195,gnome-shell,0
2025-03-16 11:53:18,2.0,33.6,36.0,1.67,157.56,0.04,994,pulseaudio,0
2025-03-16 11:53:20,2.6,33.6,42.5,1.67,157.5,0.04,8382,python3,0
2025-03-16 11:53:22,1.0,33.6,39.375,1.67,157.44,0.04,8382,python3,0
2025-03-16 11:53:25,1.0,33.6,36.375,1.67,157.37,0.04,8382,python3,0
2025-03-16 11:53:27,3.5,33.6,36.0,1.67,157.33,0.04,1195,gnome-shell,0
2025-03-16 11:53:29,3.0,33.6,35.875,1.66,157.27,0.04,8382,python3,0
2025-03-16 11:53:31,3.0,33.6,42.625,1.66,157.2,0.04,8382,python3,0
2025-03-16 11:53:33,1.5,33.6,39.375,1.66,157.57,0.04,8382,python3,0
2025-03-16 11:53:35,1.0,33.6,36.5,1.66,157.52,0.04,8382,python3,0
2025-03-16 11:53:37,1.0,33.6,36.0,1.66,157.45,0.04,8382,python3,0
2025-03-16 11:53:39,2.5,33.6,36.0,1.66,157.54,0.04,8382,python3,0
2025-03-16 11:53:41,2.5,33.6,36.0,1.66,157.47,0.04,8382,python3,0
2025-03-16 11:53:43,2.0,33.6,43.625,1.65,157.41,0.04,8382,python3,0
2025-03-16 11:53:45,1.0,33.6,40.375,1.65,157.35,0.04,8382,python3,0
2025-03-16 11:53:47,1.0,33.6,37.25,1.65,157.29,0.04,8382,python3,0
2025-03-16 11:53:49,1.5,33.6,36.25,1.65,157.22,0.04,8382,python3,0
2025-03-16 11:53:51,2.0,33.6,36.0,1.65,157.16,0.04,1195,gnome-shell,0
2025-03-16 11:53:53,2.5,33.6,42.25,1.65,157.58,0.04,8382,python3,0
2025-03-16 11:53:55,2.5,33.6,48.625,1.64,157.52,0.04,8382,python3,0
2025-03-16 11:53:57,1.5,33.6,45.375,1.64,157.46,0.04,8382,python3,0
2025-03-16 11:53:59,2.0,33.6,42.125,1.64,157.42,0.04,8382,python3,0
2025-03-16 11:54:01,1.0,33.6,39.0,1.64,157.35,0.04,8382,python3,0
2025-03-16 11:54:03,1.5,33.6,36.25,1.64,157.29,0.04,8382,python3,0
2025-03-16 11:54:06,2.5,33.6,42.875,1.64,157.22,0.04,8382,python3,0
2025-03-16 11:54:08,1.0,33.6,39.625,1.64,157.17,0.04,1086,mysqld,0
2025-03-16 11:54:10,1.0,33.6,36.625,1.63,157.1,0.04,8382,python3,0
2025-03-16 11:54:12,1.0,33.6,36.25,1.63,157.04,0.04,8382,python3,0
2025-03-16 11:54:14,3.5,33.6,36.0,1.63,157.13,0.04,1195,gnome-shell,0
2025-03-16 11:54:16,2.5,33.6,36.0,1.63,157.07,0.04,8382,python3,0
2025-03-16 11:54:18,3.0,33.6,42.875,1.63,157.0,0.04,994,pulseaudio,0
2025-03-16 11:54:20,1.5,33.6,39.625,1.63,156.95,0.04,8382,python3,0
2025-03-16 11:54:22,1.5,33.6,36.625,1.63,156.89,0.04,8382,python3,0
2025-03-16 11:54:24,1.0,33.6,36.0,1.62,156.83,0.04,8382,python3,0
2025-03-16 11:54:26,1.5,33.6,36.0,1.62,156.77,0.04,1195,gnome-shell,0
2025-03-16 11:54:28,2.5,33.6,36.0,1.62,157.51,0.04,8382,python3,0
2025-03-16 11:54:30,2.0,33.6,42.625,1.62,157.44,0.04,8382,python3,0
2025-03-16 11:54:32,2.0,33.6,39.375,1.62,157.42,0.04,8382,python3,0
2025-03-16 11:54:34,1.5,33.6,36.375,1.62,157.36,0.04,8382,python3,0
2025-03-16 11:54:36,1.5,33.6,36.0,1.62,157.29,0.04,8382,python3,0
2025-03-16 11:54:38,1.5,33.6,36.0,1.61,157.25,0.04,1195,gnome-shell,0
2025-03-16 11:54:40,3.0,33.6,35.75,1.61,157.18,0.04,8382,python3,0
2025-03-16 11:54:42,2.0,33.6,43.125,1.61,157.12,0.04,8382,python3,0
2025-03-16 11:54:44,1.0,33.6,39.875,1.61,157.09,0.04,8382,python3,0
2025-03-16 11:54:46,1.0,33.6,36.75,1.61,157.02,0.04,8382,python3,0
2025-03-16 11:54:49,3.5,33.6,36.0,1.61,157.1,0.04,8382,python3,0
2025-03-16 11:54:51,3.0,33.6,35.875,1.6,157.05,0.04,8382,python3,0
2025-03-16 11:54:53,2.5,33.6,42.625,1.6,157.58,0.04,8382,python3,0
2025-03-16 11:54:55,2.0,33.6,39.375,1.6,157.53,0.04,8382,python3,0
2025-03-16 11:54:57,1.5,33.6,36.5,1.6,157.47,0.04,8382,python3,0
2025-03-16 11:54:59,1.5,33.6,36.0,1.6,157.41,0.04,8382,python3,0
2025-03-16 11:55:01,3.0,33.6,35.875,1.6,157.36,0.04,8382,python3,0
2025-03-16 11:55:03,2.5,33.6,35.75,1.6,157.31,0.04,8382,python3,0
2025-03-16 11:55:05,2.0,33.6,42.625,1.59,157.53,0.04,8382,python3,0
2025-03-16 11:55:07,1.0,33.6,39.375,1.59,157.48,0.04,8382,python3,0
2025-03-16 11:55:09,2.0,33.6,36.25,1.59,157.42,0.04,8382,python3,0
2025-03-16 11:55:11,1.5,33.6,35.875,1.59,157.35,0.04,1086,mysqld,0
2025-03-16 11:55:13,1.0,33.6,42.0,1.59,157.29,0.04,1195,gnome-shell,0
2025-03-16 11:55:15,2.5,33.6,38.875,1.59,157.23,0.04,8382,python3,0
2025-03-16 11:55:17,1.5,33.6,45.375,1.59,157.2,0.04,8382,python3,0
2025-03-16 11:55:19,1.0,33.6,42.125,1.59,157.14,0.04,8382,python3,0
2025-03-16 11:55:21,1.0,33.6,39.0,1.58,157.08,0.04,8382,python3,0
2025-03-16 11:55:23,1.0,33.6,36.0,1.58,157.19,0.04,8382,python3,0
2025-03-16 11:55:25,1.5,33.6,36.0,1.58,157.13,0.04,1195,gnome-shell,0
2025-03-16 11:55:27,2.0,33.6,35.875,1.58,157.07,0.04,8382,python3,0
2025-03-16 11:55:30,2.5,33.6,42.75,1.58,157.02,0.04,8382,python3,0
2025-03-16 11:55:32,1.0,33.7,39.5,1.58,156.97,0.04,8382,python3,0
2025-03-16 11:55:34,1.5,33.7,36.5,1.58,156.98,0.04,8382,python3,0
2025-03-16 11:55:36,4.0,33.7,36.0,1.57,157.63,0.04,8382,python3,0
2025-03-16 11:55:38,2.5,33.7,35.75,1.57,157.57,0.04,8382,python3,0
2025-03-16 11:55:40,2.5,33.7,42.875,1.57,157.51,0.04,8382,python3,0
2025-03-16 11:55:42,1.5,33.7,39.625,1.57,157.45,0.04,8382,python3,0
2025-03-16 11:55:44,1.5,33.7,36.625,1.57,157.39,0.04,8382,python3,0
2025-03-16 11:55:46,0.5,33.7,36.0,1.57,157.33,0.04,8382,python3,0
2025-03-16 11:55:48,3.5,33.7,35.875,1.57,157.26,0.04,1195,gnome-shell,0
2025-03-16 11:55:50,3.0,33.7,35.875,1.56,157.2,0.04,8382,python3,0
2025-03-16 11:55:52,2.5,33.7,42.25,1.56,157.14,0.04,1086,mysqld,0
2025-03-16 11:55:54,1.5,33.7,39.25,1.56,157.09,0.04,994,pulseaudio,0
2025-03-16 11:55:56,0.5,33.7,36.125,1.56,157.19,0.04,8382,python3,0
2025-03-16 11:55:58,1.5,33.7,35.875,1.56,157.13,0.04,8382,python3,0
2025-03-16 11:56:00,1.5,33.7,35.75,1.56,157.07,0.04,1195,gnome-shell,0
2025-03-16 11:56:02,2.5,33.7,35.75,1.56,157.01,0.04,8382,python3,0
2025-03-16 11:56:04,2.5,33.7,42.5,1.56,156.96,0.04,8382,python3,0
2025-03-16 11:56:06,1.5,33.7,39.25,1.55,156.9,0.04,8382,python3,0
2025-03-16 11:56:08,0.5,33.7,36.25,1.55,156.86,0.04,8382,python3,0
2025-03-16 11:56:10,1.0,33.7,35.875,1.55,157.57,0.04,8382,python3,0
2025-03-16 11:56:13,1.0,33.7,35.875,1.55,157.62,0.04,8382,python3,0
2025-03-16 11:56:15,3.0,33.7,42.125,1.55,157.56,0.04,1086,mysqld,0
2025-03-16 11:56:17,1.5,33.8,39.0,1.55,157.51,0.04,8382,python3,0
2025-03-16 11:56:19,1.5,33.8,36.5,1.55,157.45,0.04,8382,python3,0
2025-03-16 11:56:21,2.0,33.8,36.0,1.54,157.38,0.04,8382,python3,0
2025-03-16 11:56:23,2.5,33.8,36.0,1.54,157.32,0.04,1195,gnome-shell,0
2025-03-16 11:56:25,2.5,33.8,35.75,1.54,157.26,0.04,1869,tracker-miner-fs-3,0
2025-03-16 11:56:27,2.5,33.8,42.875,1.54,157.2,0.04,8382,python3,0
2025-03-16 11:56:29,1.0,33.8,39.875,1.54,157.15,0.04,1086,mysqld,0
2025-03-16 11:56:31,1.5,33.8,36.75,1.54,157.09,0.04,8382,python3,0
2025-03-16 11:56:33,1.5,33.8,36.0,1.54,157.03,0.04,8382,python3,0
2025-03-16 11:56:35,1.5,33.8,35.875,1.54,157.11,0.04,1195,gnome-shell,0
2025-03-16 11:56:37,2.5,33.8,35.75,1.53,157.06,0.04,8382,python3,0
2025-03-16 11:56:39,2.5,33.8,42.375,1.53,157.0,0.04,8382,python3,0
2025-03-16 11:56:41,1.5,33.8,39.125,1.53,156.98,0.04,994,pulseaudio,0
2025-03-16 11:56:43,1.0,33.8,36.5,1.53,156.92,0.04,8382,python3,0
2025-03-16 11:56:45,1.0,33.8,36.0,1.53,156.86,0.04,994,pulseaudio,0
2025-03-16 11:56:47,8.2,33.8,36.125,1.53,157.57,0.04,1195,gnome-shell,0
2025-03-16 11:56:49,6.7,33.8,36.125,1.53,157.52,0.04,1195,gnome-shell,0
2025-03-16 11:56:51,10.2,33.7,43.375,1.52,157.46,0.04,1195,gnome-shell,0
2025-03-16 11:56:53,1.5,33.7,40.25,1.52,157.4,0.04,8382,python3,0
2025-03-16 11:56:55,1.0,33.7,37.125,1.52,157.34,0.04,8382,python3,0
2025-03-16 11:56:57,3.5,33.7,36.375,1.52,157.28,0.04,1195,gnome-shell,0
2025-03-16 11:57:00,2.0,33.7,36.375,1.52,157.23,0.04,1086,mysqld,0
2025-03-16 11:57:02,2.5,33.7,42.875,1.52,157.17,0.04,8382,python3,0
2025-03-16 11:57:04,2.0,33.7,39.75,1.52,157.11,0.04,8382,python3,0
2025-03-16 11:57:06,1.5,33.7,36.625,1.52,157.06,0.04,8382,python3,0
2025-03-16 11:57:08,1.5,33.7,36.25,1.51,157.01,0.04,1195,gnome-shell,0
2025-03-16 11:57:10,1.5,33.7,36.25,1.51,157.09,0.04,8382,python3,0
2025-03-16 11:57:12,3.0,33.7,36.0,1.51,157.03,0.04,1086,mysqld,0
2025-03-16 11:57:14,2.5,33.7,42.875,1.51,156.97,0.04,8382,python3,0
2025-03-16 11:57:16,1.0,33.7,39.75,1.51,156.92,0.04,8382,python3,0
2025-03-16 11:57:18,1.5,33.7,36.625,1.51,156.86,0.04,8382,python3,0
